Date,Value
2022-12-05,36.46044921875
2022-12-06,36.63818359375
2022-12-07,36.64936065673828
2022-12-08,36.63835906982422
2022-12-09,36.64164352416992
2022-12-12,36.48613357543945
2022-12-13,36.62553787231445
2022-12-14,36.46174621582031
2022-12-15,36.66586685180664
2022-12-16,36.48673629760742
2022-12-19,36.59257507324219
2022-12-20,36.653968811035156
2022-12-21,36.49010467529297
2022-12-22,36.64171600341797
2022-12-23,36.64155197143555
2022-12-26,36.64107894897461
2022-12-27,36.6307258605957
2022-12-28,36.664241790771484
2022-12-29,36.675453186035156
2022-12-30,36.647804260253906
2023-01-02,36.470619201660156
2023-01-03,36.474300384521484
2023-01-04,36.465972900390625
2023-01-05,36.4788932800293
2023-01-06,36.489845275878906
2023-01-09,36.49235153198242
2023-01-10,36.46228790283203
2023-01-11,36.49158477783203
2023-01-12,36.48554992675781
2023-01-13,36.47199630737305
2023-01-16,36.34484100341797
2023-01-17,36.46925354003906
2023-01-18,36.50601577758789
2023-01-19,36.450035095214844
2023-01-20,36.474220275878906
2023-01-23,36.461299896240234
2023-01-24,36.68024444580078
2023-01-25,36.642799377441406
2023-01-26,36.4785041809082
2023-01-27,36.516998291015625
2023-01-30,36.48714828491211
2023-01-31,36.45232391357422
2023-02-01,36.466461181640625
2023-02-02,36.6552848815918
2023-02-03,36.47410202026367
2023-02-06,37.0005989074707
2023-02-07,36.4605827331543
2023-02-08,36.461830139160156
2023-02-09,36.45534133911133
2023-02-10,36.441707611083984
2023-02-13,36.450923919677734
2023-02-14,36.47401428222656
2023-02-15,36.4616813659668
2023-02-16,36.73582077026367
2023-02-17,36.650569915771484
2023-02-20,36.257049560546875
2023-02-21,36.65924072265625
2023-02-22,36.498233795166016
2023-02-23,36.461341857910156
2023-02-24,36.46147155761719
2023-02-27,36.44683837890625
2023-02-28,36.467559814453125
2023-03-01,36.64360809326172
2023-03-02,36.65056228637695
2023-03-03,36.65605926513672
2023-03-06,36.65834426879883
2023-03-07,36.64527130126953
